Title,My,Calculated,Performance,Cinematography,Script,Plot,Mood,Source,Title type,Directors,AVG rating,IMDb Rating,Rotten Tom.,Metacritic,Runtime (mins),Year,Genres,# of IMDb votes,IMDb Top 250,1001 Must See…,Desire to see (A-F grading),Female dir.,Bechdel,LGBTQ Russo,Good Blu-ray,Foreign dir.,Netflix/Hulu streaming,LFPL,Wild & Woolly,description,US Release Date (month/day/year),URL,Created,Modified,MIDZ,1001 position,Female
Planet Earth,,0,,,,,,BD 2007 BBC,Documentary,,95,9.5,,,550,2006,"documentary, nature",63906,,,,,,,,,,LFPL,BD,11 parts. Sigourney Weaver US version,,,1/14/2014,,2967,,
Planet of the Apes,8,0,,,,,,,Feature Film,Franklin J. Schaffner,80,8,,,112,1968,"adventure, mystery, sci_fi",99492,,Y,,,,,,,Ne,,,,2/8/1968,http://www.imdb.com/title/tt0063442/,,,88,603,
Planet of the Apes,,0,,,,,,,Feature Film,Tim Burton,56,5.6,,,119,2001,"action, adventure, sci_fi, thriller",137166,,,,,,,,,,,,,7/26/2001,http://www.imdb.com/title/tt0133152/,Sat Mar 17 11:00:00 2001,Wed Aug 10 16:04:02 2011,2114,,
Platoon,,0,,,,,,,Feature Film,Oliver Stone,85,8.2,88,n/a,120,1986,"action, drama, war",193801,Y,Y,B,,0,,,,Ne H+,,,,12/19/1986,http://www.imdb.com/title/tt0091763/,,,318,289,
Playtime,,0,,,,,,,Feature Film,Jacques Tati,78,7.8,,,115,1967,comedy,8561,,Y,,,,,,,,,,,12/16/1967,http://www.imdb.com/title/tt0062136/,,,562,293,
Pleasantville,9,0,,,,,,,Feature Film,Gary Ross,74,7.4,,,124,1998,"comedy, drama, fantasy",83083,,,,,,,,,,,,,9/17/1998,http://www.imdb.com/title/tt0120789/,Thu Dec 28 11:00:00 2006,Wed Aug 10 16:04:04 2011,1552,,
Please Vote for Me,9,85,9,8,8,8,9,Netflix,Documentary,Weijun Chen,82.5,7.4,91,n/a,58,2007,documentary,938,,,recent,,,,,Chinese,Ne,,,http://pbs.org/independentlens/pleasevoteforme/,9/6/2007,http://www.imdb.com/title/tt1097256/,Sun Mar  7 11:00:00 2010,1/2/2014,2598,,
Point Blank,,0,,,,,,,Feature Film,John Boorman,74,7.4,,,92,1967,"crime, drama, thriller",9607,,Y,,,,,,,,,,,8/30/1967,http://www.imdb.com/title/tt0062138/,,,570,666,
Pollock,,0,,,,,,,Feature Film,Ed Harris,70,7,,,122,2000,"biography, drama",18989,,,,,,,,,,,,,9/6/2000,http://www.imdb.com/title/tt0183659/,Wed Oct 31 11:00:00 2001,Wed Aug 10 16:04:03 2011,2360,,
Poltergeist,?,0,,,,,,,Feature Film,Tobe Hooper,74,7.4,,,114,1982,horror,66628,,Y,,,,,,,,,,,6/4/1982,http://www.imdb.com/title/tt0084516/,,,377,394,
Ponyo,9,85,8,9,9,9,8,BD 2010 Disney,Feature Film,Hayao Miyazaki,84.6666666666667,7.6,92,86,101,2008,"animation, adventure, family, fantasy",52532,,,recent,,3,,Y,,,,,"First Louisville (technically Indiana) theater experience. Great Escape $6.75 matinee @ 4:55!

DATE: 2009-08-23

No one is purely one thing. 10/17/13",7/19/2008,http://www.imdb.com/title/tt0876563/,Fri Aug 14 12:00:00 2009,10/17/2013,1670,,
Pootie Tang,7,0,,,,,,,Feature Film,Louis C.K.,35.3333333333333,4.6,29,31,81,2001,"comedy, musical, adventure, action",9259,,,,,,,,,,,,"Comedy Central

DATE: 2009-09-03",6/29/2001,http://www.imdb.com/title/tt0258038/,Wed Sep 21 12:00:00 2005,Wed Aug 10 16:04:03 2011,1500,,
Popatopolis,7,0,,,,,,,Documentary,Clay Westervelt,68,6.8,,,75,2009,documentary,195,,,,,,,,,,,,,6/10/2009,http://www.imdb.com/title/tt1453253/,Thu Apr 12 03:57:50 2012,Thu Apr 12 03:57:50 2012,1915,,
Popeye,8,0,,,,,,,Feature Film,Robert Altman,49,4.9,,,114,1980,"adventure, comedy, family, musical, romance",17945,,,,,,,,,,,,,12/12/1980,http://www.imdb.com/title/tt0081353/,Thu Mar 29 11:00:00 2001,Wed Aug 10 16:04:03 2011,1189,,
Porco Rosso,9,0,,,,,,,Feature Film,Hayao Miyazaki,77,7.7,,,94,1992,"animation, adventure, fantasy, romance",28162,,,,,,,,,,,,,7/18/1992,http://www.imdb.com/title/tt0104652/,Wed Aug 28 17:17:44 2013,Wed Aug 28 17:17:44 2013,2074,,
Port of Shadows,,0,,,,,,,Feature Film,Marcel Carné‎,86.5,7.7,96,n/a,91,1939,"crime, drama, film-hoir, romance, thriller",4449,,,B,,,,,,,,,,,,11/11/2013,,2900,,
Possession,7,0,,,,,,,Feature Film,"Joel Bergvall, Simon Sandquist",54,5.4,,,85,2008,"drama, mystery, romance, thriller",4645,,,,,,,,,,,,,2008,http://www.imdb.com/title/tt0368563/,Wed Mar 24 12:00:00 2010,Wed Aug 10 16:04:04 2011,1765,,
Praying with Anger,,0,,,,,,,Feature Film,M. Night Shyamalan,49,4.9,,,101,1992,drama,475,,,,,,,,,,,,,9/12/1992,http://www.imdb.com/title/tt0105162/,Thu May 27 12:00:00 2004,Wed Aug 10 16:04:03 2011,2425,,
Precious,9,0,,,,,,,Feature Film,Lee Daniels,73,7.3,,,110,2009,drama,61604,,,,,,,,,,,,,1/16/2009,http://www.imdb.com/title/tt0929632/,Sun Dec  6 11:00:00 2009,Wed Aug 10 16:04:04 2011,1713,,
Predator,8,0,,,,,,,Feature Film,John McTiernan,78,7.8,,,107,1987,"action, adventure, sci_fi",205951,,,,,,,,,,,,,6/12/1987,http://www.imdb.com/title/tt0093773/,Tue May 29 12:00:00 2001,Wed Aug 10 16:04:03 2011,1208,,
Predator 2,,0,,,,,,,Feature Film,Stephen Hopkins,61,6.1,,,108,1990,"action, sci_fi, thriller",67915,,,,,,,,,,,,,11/19/1990,http://www.imdb.com/title/tt0100403/,Tue May 29 12:00:00 2001,Wed Aug 10 16:04:03 2011,1209,,
Premonition,8,0,,,,,,,Feature Film,Mennan Yapo,57,5.7,,,96,2007,"drama, fantasy, mystery, sci_fi, thriller",48627,,,,,,,,,,,,"Fabulous first movie with Amber. Film was fun and mysterious, but lacking a good close.

DATE: 2007-09-30",3/12/2007,http://www.imdb.com/title/tt0477071/,Tue Oct  2 12:00:00 2007,Wed Aug 10 16:04:04 2011,1575,,
Pretty Woman,?,0,,,,,,,Feature Film,Garry Marshall,68,6.8,,,119,1990,"comedy, romance",137363,,Y,,,,,,,,,,,3/23/1990,http://www.imdb.com/title/tt0100405/,,,268,176,
Prime Cut,,0,,,,,,,Feature Film,Michael Ritchie,67,6.7,,,88,1972,"action, crime, drama, thriller",2274,,,,,,,,,,,,,6/28/1972,http://www.imdb.com/title/tt0069121/,Sat Jun 18 12:00:00 2005,Wed Aug 10 16:04:03 2011,2466,,
Primer,,0,,,,,,,Feature Film,Shane Carruth,69,6.9,,,77,2004,"drama, thriller, sci_fi",42870,,,,,,,,,,,,,1/16/2004,http://www.imdb.com/title/tt0390384/,Tue May 24 12:00:00 2005,Wed Aug 10 16:04:03 2011,2462,,
Prince of Persia: The Sands of Time,8,0,,,,,,,Feature Film,Mike Newell,65,6.5,,,116,2010,"action, adventure, fantasy, romance",155140,,,,,,,,,,,,,5/9/2010,http://www.imdb.com/title/tt0473075/,Mon May 31 12:00:00 2010,Wed Aug 10 16:04:04 2011,1792,,
Princess Mononoke,9,0,,,,,,,Feature Film,Hayao Miyazaki,84,8.4,,,134,1997,"animation, action, adventure, drama, fantasy, mystery, romance, war",130086,Y,Y,,,,,,,,,,,7/12/1997,http://www.imdb.com/title/tt0119698/,,,170,35,
Prisoners,7,0,,,,,,,Feature Film,Denis Villeneuve,82,8.2,,,153,2013,"crime, drama, thriller",21013,,,,,,,,,,,,,8/30/2013,http://www.imdb.com/title/tt1392214/,Fri Sep 20 14:48:48 2013,Fri Sep 20 14:48:48 2013,2080,,
Prizzi's Honor,,0,,,,,,,Feature Film,John Huston,78,6.8,88,n/a,130,1985,"comedy, crime, drama, romance",14265,,Y,D,,,,,,,,,,6/13/1985,http://www.imdb.com/title/tt0089841/,,,346,481,
Project A 2,,0,,,,,,,Feature Film,Jackie Chan,70,7,,,101,1987,"action, comedy, crime",4219,,Y,,,,,,,,,,,8/19/1987,http://www.imdb.com/title/tt0092501/,,,305,156,
Project Nim,9,0,,,,,,,Documentary,James Marsh,74,7.4,,,93,2011,documentary,5108,,,,,,,,,,,,,1/20/2011,http://www.imdb.com/title/tt1814836/,Sat Jan 28 13:55:30 2012,Sat Jan 28 13:55:30 2012,1897,,
Project X,,0,,,,,,,Feature Film,Jonathan Kaplan,59,5.9,,,108,1987,"comedy, drama, sci_fi, thriller",6766,,,,,,,,,,,,,4/17/1987,http://www.imdb.com/title/tt0093793/,Sun Jun  8 12:00:00 2003,Wed Aug 10 16:04:03 2011,2349,,
Prometheus,9,88,8,10,8,9,9,BD-3D 2012 20th (4-Disc),Feature Film,Ridley Scott,70,7.1,74,65,124,2012,"adventure, mystery, sci_fi",308640,,,,,3,,Y,,,,,,5/30/2012,http://www.imdb.com/title/tt1446714/,Tue Jul 23 09:48:28 2013,Tue Jul 23 09:48:28 2013,2056,,
Proof,,0,,,,,,,Feature Film,Jocelyn Moorhouse,81.5,7.2,91,n/a,86,1991,drama,3727,,,B,Y,,,,Austra.,,,,,1991-05,http://www.imdb.com/title/tt0102721/,Tue Dec 25 21:40:48 2012,Tue Dec 25 21:40:48 2012,2744,,
Proof,9,0,,,,,,,Feature Film,John Madden,67,6.7,,,100,2005,"drama, mystery",29259,,,,,,,,,,,,"It would be as popular as A Beautiful Mind if the lead were a man. Similar music, as well.

DATE: 2006-04-22",9/5/2005,http://www.imdb.com/title/tt0377107/,Sun Oct 30 11:00:00 2005,Wed Aug 10 16:04:03 2011,1504,,
Proof of Life,,0,,,,,,,Feature Film,Taylor Hackford,61,6.1,,,135,2000,"action, crime, drama, thriller",41945,,,,,,,,,,,,,12/4/2000,http://www.imdb.com/title/tt0228750/,Wed Nov  8 11:00:00 2000,Wed Aug 10 16:04:02 2011,2091,,
Psycho,,0,,,,,,,Feature Film,Alfred Hitchcock,86,8.6,,,109,1960,"horror, mystery, thriller",260556,Y,Y,,,,,,,,,,,6/16/1960,http://www.imdb.com/title/tt0054215/,,,668,524,
Public Enemies,8,0,,,,,,,Feature Film,Michael Mann,70,7,,,140,2009,"biography, crime, drama, history",169545,,,,,,,,,,,,,6/18/2009,http://www.imdb.com/title/tt1152836/,Sat Jan 16 11:00:00 2010,Wed Aug 10 16:04:04 2011,1742,,
Pulp Fiction,?,0,,,,,,BD 2011 Lionsgate,Feature Film,Quentin Tarantino,92.6666666666667,9,94,94,154,1994,"crime, drama, thriller",800931,Y,Y,B,,3,,Y,,Ne,,DV,,5/12/1994,http://www.imdb.com/title/tt0110912/,,,205,22,
Pumpkin,,0,,,,,,,Feature Film,"Anthony Abrams, Adam Larson Broder",60,6,,,113,2002,"comedy, drama, romance, sport",6667,,,,,,,,,,,,,1/14/2002,http://www.imdb.com/title/tt0265591/,Sun Nov  3 11:00:00 2002,Wed Aug 10 16:04:03 2011,2293,,
Punch-Drunk Love,,0,,,,,,,Feature Film,Paul Thomas Anderson,73,7.3,,,95,2002,"comedy, drama, romance",80119,,,,,,,,,,,,,5/19/2002,http://www.imdb.com/title/tt0272338/,Sat Oct 19 12:00:00 2002,Wed Aug 10 16:04:03 2011,2278,,
Pure Imagination: The Story of 'Willy Wonka and the Chocolate Factory',7,0,,,,,,,Documentary,J.M. Kenny,68,6.8,,,30,2001,documentary,109,,,,,,,,,,,,,11/13/2001,http://www.imdb.com/title/tt0401736/,Wed Jun 26 17:11:15 2013,Wed Jun 26 17:11:15 2013,2049,,
Quadrophenia,,0,,,,,,,Feature Film,Franc Roddam,71,7.1,,,117,1979,"crime, drama, music",9734,,,,,,,,,,,,,5/14/1979,http://www.imdb.com/title/tt0079766/,Wed Aug  3 12:00:00 2011,Wed Aug 10 16:04:04 2011,2703,,
Quartet,9,0,,,,,,,Feature Film,Dustin Hoffman,67,6.7,,,98,2012,"comedy, drama",8180,,,,,,,,,,,,,9/9/2012,http://www.imdb.com/title/tt1441951/,Fri Mar 15 18:55:38 2013,Fri Mar 15 18:55:38 2013,1991,,
Queen Christina,,0,,,,,,,Feature Film,Rouben Mamoulian,77,7.7,,,99,1933,"biography, drama, history, romance",4234,,Y,,,,,,,,,,,12/26/1933,http://www.imdb.com/title/tt0024481/,,,940,831,
Queen Margot,7,0,,,,,,,Feature Film,Patrice ChÃ©reau,73,7.3,,,162,1994,"biography, drama, history, romance",10904,,,,,,,,,,,,,5/13/1994,http://www.imdb.com/title/tt0110963/,Wed Oct  4 12:00:00 2000,Wed Aug 10 16:04:03 2011,1163,,
Quo Vadis,,0,,,,,,,Feature Film,Mervyn LeRoy,71,7.1,,,171,1951,"drama, romance",7292,,,,,,,,,,,,,11/8/1951,http://www.imdb.com/title/tt0043949/,Sat Nov 22 11:00:00 2003,Wed Aug 10 16:04:03 2011,2386,,
Rabbit-Proof Fence,,0,,,,,,,Feature Film,Phillip Noyce,74,7.4,,,94,2002,"adventure, drama, history",19572,,,,,,,,,,,,,2/4/2002,http://www.imdb.com/title/tt0252444/,Wed Feb  5 11:00:00 2003,Wed Aug 10 16:04:03 2011,2314,,
Race to Nowhere,,0,,,,,,,Documentary,"Vicki Abeles, Jessica Congdon",65.6666666666667,7.4,71,52,85,2009,documentary,82,,,,Y,,,,,,,,,10/10/2009,http://www.imdb.com/title/tt1437364/,Mon May  2 12:00:00 2011,Wed Aug 10 16:04:04 2011,2674,,
Rachel Getting Married,8,0,,,,,,,Feature Film,Jonathan Demme,67,6.7,,,113,2008,"drama, romance",34578,,,,,,,,,,,,"Jon & Nathan Netflix DVD.

DATE: 2009-04-26",9/3/2008,http://www.imdb.com/title/tt1084950/,Mon Apr 27 12:00:00 2009,Wed Aug 10 16:04:04 2011,1637,,
Rad,9,0,,,,,,,Feature Film,Hal Needham,65,6.5,,,91,1986,drama,2914,,,,,,,,,,,,,3/21/1986,http://www.imdb.com/title/tt0091817/,Fri Apr 21 12:00:00 2000,Wed Aug 10 16:04:02 2011,1120,,
Radio Days,,0,,,,,,,Feature Film,Woody Allen,75,7.5,,,88,1987,comedy,17892,,,,,,,,,,,,,1/30/1987,http://www.imdb.com/title/tt0093818/,Mon Dec  1 11:00:00 2003,Wed Aug 10 16:04:03 2011,2394,,
Raging Bull,,0,,,,,,,Feature Film,Martin Scorsese,91,8.3,98,92,129,1980,"biography, drama, sport",154080,,Y,B,,1,,Y,,,LFPL Bon Cres,BD,,11/14/1980,http://www.imdb.com/title/tt0081398/,,,396,271,
Raiders of the Lost Ark,9,90,9,10,8,9,9,,Feature Film,Steven Spielberg,86,8.6,,,115,1981,"action, adventure",422481,Y,Y,,,0,,Y,,,,,,6/12/1981,http://www.imdb.com/title/tt0082971/,,,385,272,
Rain Man,10,97,10,10,10,10,9,,Feature Film,Barry Levinson,80,8,,,133,1988,drama,264938,,Y,,,1,,,,,,,,12/12/1988,http://www.imdb.com/title/tt0095953/,,,8,66,
Raise the Red Lantern,,0,,,,,,,Feature Film,Yimou Zhang,81,8.1,,,125,1991,drama,15165,,Y,,,,,,,,,,,9/10/1991,http://www.imdb.com/title/tt0101640/,,,241,11,
Raising Arizona,,0,,,,,,BD 2011 20th,Feature Film,Joel Coen,73,7.4,90,55,94,1987,comedy,73071,,Y,B,,3,,,,DVD,"no, Az Vu",BD,,3/6/1987,http://www.imdb.com/title/tt0093822/,,,313,415,
Rambo,7,0,,,,,,,Feature Film,Sylvester Stallone,70,7,,,92,2008,"action, thriller, war",140159,,,,,,,,,,,,"Ridiculously bloody final scene, but decent otherwise.

DATE: 2009-09-17",1/23/2008,http://www.imdb.com/title/tt0462499/,Thu Sep 17 12:00:00 2009,Wed Aug 10 16:04:04 2011,1673,,
Rambo: First Blood Part II,8,0,,,,,,,Feature Film,George P. Cosmatos,62,6.2,,,96,1985,"action, adventure, thriller, war",83148,,,,,,,,,,,,,5/22/1985,http://www.imdb.com/title/tt0089880/,Wed Aug 16 12:00:00 2000,Wed Aug 10 16:04:02 2011,1124,,
Ran,8,0,,,,,,,Feature Film,Akira Kurosawa,90,8.3,97,n/a,162,1985,"action, drama, war",52762,,Y,,,,,,,Ne,,,,6/1/1985,http://www.imdb.com/title/tt0089881/,,,78,284,
Rancho Notorious,,0,,,,,,,Feature Film,Fritz Lang,85,7,100,,89,1952,"drama, western",2294,,,,,,,,,,,DV,,,,1/15/2014,,2974,,
Rashomon,,0,,,,,,,Feature Film,Akira Kurosawa,84,8.4,,,88,1950,"crime, drama",66057,,Y,,,,,,,,,,,8/25/1950,http://www.imdb.com/title/tt0042876/,,,795,800,
Rat Race,8,0,,,,,,,Feature Film,Jerry Zucker,63,6.3,,,112,2001,"adventure, comedy",77202,,,,,,,,,,,,,7/30/2001,http://www.imdb.com/title/tt0250687/,Sat Aug 11 12:00:00 2001,Wed Aug 10 16:04:02 2011,2161,,
Ratatouille,9,0,,,,,,,Feature Film,"Brad Bird, Jan Pinkava",80,8,,,111,2007,"animation, comedy, family, fantasy",316737,,,,,1,,,,,,,"Hollywood theater with MVine. We were the only ones in the theater, so we got to be a little obnoxious.

DATE: 2007-07-24",6/22/2007,http://www.imdb.com/title/tt0382932/,Thu Jul 26 12:00:00 2007,Wed Aug 10 16:04:04 2011,1572,,
Ray,10,0,,,,,,,Feature Film,Taylor Hackford,77,7.7,,,152,2004,"biography, drama, music",81507,,,,,3,,,,,,,"Hollywood 27, 4:15pm

DATE: 2004-11-07",9/12/2004,http://www.imdb.com/title/tt0350258/,Tue Sep 14 12:00:00 2004,Wed Aug 10 16:04:03 2011,1443,,
Real Life,,0,,,,,,,Feature Film,Albert Brooks,70,7,,,99,1979,comedy,1270,,Y,,,,,,,,,,,3/2/1979,http://www.imdb.com/title/tt0079781/,,,414,455,
Real Women Have Curves,9,0,,,,,,,Feature Film,Patricia Cardoso,68,6.8,,,90,2002,"comedy, drama",5448,,,,Y,,,,Colum-Amer.,,,,"After a long night of work and babysitting, Megan and I sit down to watch my recording of this film.  Many minor plot flaws, but great lead acting!

DATE: 2003-12-05",1/13/2002,http://www.imdb.com/title/tt0296166/,Fri Dec  5 11:00:00 2003,Wed Aug 10 16:04:03 2011,1399,,
Rear Window,9,0,,,,,,,Feature Film,Alfred Hitchcock,86,8.6,,,112,1954,"mystery, thriller",204285,Y,Y,,,,,,,,,,,8/1/1954,http://www.imdb.com/title/tt0047396/,,,56,495,
Rebecca,,0,,,,,,BD 2012 MGM,Feature Film,Alfred Hitchcock,91.5,8.3,100,,130,1940,"drama, mystery, thriller",58227,,Y,B,,3,,Y,,DVD,Az,DV Criterion?,"2001 DV Criterion, good reviews; not on BD, though.",3/27/1940,http://www.imdb.com/title/tt0032976/,,,881,769,
Rebel Without a Cause,,0,,,,,,,Feature Film,Nicholas Ray,78,7.8,,,111,1955,"drama, romance",44847,,Y,,,,,,,,,,,10/27/1955,http://www.imdb.com/title/tt0048545/,,,737,559,
Red,8,0,,,,,,,Feature Film,Robert Schwentke,70,7,,,111,2010,"action, comedy, crime, thriller",162976,,,,,,,,,,,,,9/29/2010,http://www.imdb.com/title/tt1245526/,Mon Mar 21 12:00:00 2011,Wed Aug 10 16:04:04 2011,1855,,
Red Bull Stratos - Mission to the Edge of Space,8,85,10,8,8,9,8,Rdio 480p (up to 1080p but my computer was choppy at that resolution),,,0,,,,105,2013,,,,,recent,,,,,,,,,A fine example of the inspiration of science and teamwork. http://stratos.rdioexclusives.com/documentary,,,10/14/2013,,2861,,
Red Dawn,8,0,,,,,,,Feature Film,John Milius,61,6.1,,,114,1984,"action, adventure, drama, sci_fi, thriller",33145,,,,,,,,,,,,,8/10/1984,http://www.imdb.com/title/tt0087985/,Mon Feb  4 11:00:00 2002,Wed Aug 10 16:04:03 2011,1285,,
Red Desert,,0,,,,,,,Feature Film,Michelangelo Antonioni,88,7.6,100,n/a,117,1964,drama,5794,,Y,,,,,,,,,,,9/4/1964,http://www.imdb.com/title/tt0058003/,,,614,656,
Red Dragon,9,0,,,,,,,Feature Film,Brett Ratner,72,7.2,,,124,2002,"crime, thriller",150726,,,,,,,,,,,,,9/30/2002,http://www.imdb.com/title/tt0289765/,Tue Oct  1 12:00:00 2002,Wed Aug 10 16:04:03 2011,1339,,
Red Psalm,,0,,,,,,,Feature Film,Miklós Jancsó,68,6.8,,,87,1972,"drama, musical, war",583,,Y,,,,,,,,,,,3/9/1972,http://www.imdb.com/title/tt0067467/,,,499,424,
Red River,,0,,,,,,,Feature Film,"Howard Hawks, Arthur Rosson",78,7.8,,,133,1948,"action, adventure, romance, western",15466,,Y,,,,,,,,,,,8/26/1948,http://www.imdb.com/title/tt0040724/,,,816,872,
Red Sorghum,,0,,,,,,,Feature Film,Yimou Zhang,74,7.4,,,91,1987,"drama, war",4003,,Y,,,,,,,,,,,1987,http://www.imdb.com/title/tt0093206/,,,303,103,
Red Without Blue,8,0,,,,,,,Documentary,"Brooke Sebold, Benita Sills",67,6.7,,,74,2007,documentary,339,,,,Y,,3?,,,,,,,1/19/2007,http://www.imdb.com/title/tt0923870/,Mon Apr 18 12:00:00 2011,Wed Aug 10 16:04:04 2011,1862,,
Reds,,0,,,,,,,Feature Film,Warren Beatty,73,7.3,,,195,1981,"biography, drama, history, romance",12407,,Y,,,,,,,Ne,,,,12/3/1981,http://www.imdb.com/title/tt0082979/,,,392,464,
Reefer Madness,,0,,,,,,,Feature Film,Louis Gasnier,35,3.5,,,66,1936,drama,4994,,,,,,,,,,,,,1936,http://www.imdb.com/title/tt0028346/,Tue Aug  8 12:00:00 2000,Wed Aug 10 16:04:02 2011,2090,,
Regular Show: Just Set Up the Chairs,,0,,,,,,,TV Episode,,83,8.3,,,,2010,"animation, adventure, comedy",56,,,,,,,,,,,,,9/13/2010,http://www.imdb.com/title/tt1722806/,Fri Apr 26 05:53:24 2013,Fri Apr 26 05:53:24 2013,2021,,
Regular Show: The Power,,0,,,,,,,TV Episode,,68,6.8,,,,2010,"animation, adventure, comedy",109,,,,,,,,,,,,,9/6/2010,http://www.imdb.com/title/tt1721351/,Fri Apr 26 05:53:15 2013,Fri Apr 26 05:53:15 2013,2020,,
Reign of Fire,,0,,,,,,,Feature Film,Rob Bowman,60,6,,,101,2002,"action, adventure, fantasy, sci_fi, thriller",81838,,,,,,,,,,,,,7/9/2002,http://www.imdb.com/title/tt0253556/,Thu Jun 27 12:00:00 2002,Wed Aug 10 16:04:03 2011,2252,,
Reincarnated,,0,,,,,,,Documentary,Andy Capper,56,5.6,,,96,2012,"documentary, music",735,,,,,,,,,,,,,9/7/2012,http://www.imdb.com/title/tt2312602/,Fri Mar  8 20:10:56 2013,Fri Mar  8 20:10:56 2013,2761,,
Religulous,8,0,,,,,,,Documentary,Larry Charles,76,7.6,,,101,2008,"documentary, comedy",42768,,,,,,,,,,,,"Green Hills with Jason. Went to La Paz afterwards and had a good religulous conversation.

DATE: 2008-10-05",8/1/2008,http://www.imdb.com/title/tt0815241/,Sat Aug 16 12:00:00 2008,Wed Aug 10 16:04:04 2011,1605,,
Rembrandt's J'Accuse,,0,,,,,,,Documentary,Peter Greenaway,68,6.8,,,86,2008,"documentary, mystery",486,,,,,,,,,,,,,10/4/2008,http://www.imdb.com/title/tt1303889/,Thu Oct 22 12:00:00 2009,Wed Aug 10 16:04:03 2011,2549,,
Remember the Titans,8,0,,,,,,,Feature Film,Boaz Yakin,76,7.6,,,113,2000,"biography, drama, sport",116301,,,,,,,,,,,,,9/23/2000,http://www.imdb.com/title/tt0210945/,Sat Sep  9 12:00:00 2000,Wed Aug 10 16:04:02 2011,1130,,
Rent,8,0,,,,,,,Feature Film,Chris Columbus,67,6.7,,,135,2005,"drama, musical, romance",34170,,,,,,,,,,,,"Hollywood DVD rental.

DATE: 2006-07-13",11/23/2005,http://www.imdb.com/title/tt0294870/,Thu Jul 13 12:00:00 2006,Wed Aug 10 16:04:03 2011,1536,,
Repo! The Genetic Opera,6,0,,,,,,,Feature Film,Darren Lynn Bousman,63,6.3,,,98,2008,"comedy, horror, musical, sci_fi",16600,,,,,,,,,,,,"Why did I go see a rock opera? Belcourt with Beth and Christal & Hans.

DATE: 2009-01-11",7/18/2008,http://www.imdb.com/title/tt0963194/,Tue Jan 13 11:00:00 2009,Wed Aug 10 16:04:04 2011,1617,,
Report,,0,,,,,,,Short Film,Bruce Conner,67,6.7,,,13,1967,,406,,Y,,,,,,,,,,,1967,http://www.imdb.com/title/tt0130976/,,,580,990,
Repulsion,,0,,,,,,,Feature Film,Roman Polanski,78,7.8,,,105,1965,"horror, thriller",23648,,Y,,,,,,,,,,,1965-05,http://www.imdb.com/title/tt0059646/,,,601,597,
Requiem for a Dream,,0,,,,,,,Feature Film,Darren Aronofsky,84,8.4,,,102,2000,drama,364754,Y,Y,C,,3,,,,Ne,,,,5/14/2000,http://www.imdb.com/title/tt0180093/,,,149,45,
Rescue Dawn,,0,,,,,,,Feature Film,Werner Herzog,73,7.3,,,126,2006,"adventure, biography, drama, war",65787,,,,,,,,,,,,,9/9/2006,http://www.imdb.com/title/tt0462504/,Mon Apr 22 07:52:12 2013,Mon Apr 22 07:52:12 2013,2773,,
Reservoir Dogs,7,0,,,,,,,Feature Film,Quentin Tarantino,84.6666666666667,8.4,92,78,99,1992,"crime, thriller",400844,Y,Y,C,,0,,,,Ne,,,,1/21/1992,http://www.imdb.com/title/tt0105236/,,,108,15,
Resident Evil,,0,,,,,,,Feature Film,Paul W.S. Anderson,66,6.6,,,100,2002,"action, horror, sci_fi",150764,,,,,,,,,,,,,3/12/2002,http://www.imdb.com/title/tt0120804/,Fri May 30 12:00:00 2003,Wed Aug 10 16:04:03 2011,2346,,
Respiro,,0,,,,,,,Feature Film,Emanuele Crialese,69,6.9,,,95,2002,drama,3540,,,,,,,,,,,,,5/18/2002,http://www.imdb.com/title/tt0286516/,Wed Apr 30 12:00:00 2003,Wed Aug 10 16:04:03 2011,2333,,
Restrepo,10,0,,,,,,,Documentary,"Tim Hetherington, Sebastian Junger",85.3333333333333,7.5,96,85,93,2010,"documentary, war",12085,,,,,,,,,,,,,2010-01,http://www.imdb.com/title/tt1559549/,Tue Jul  6 12:00:00 2010,Wed Aug 10 16:04:04 2011,1799,,
Return to Me,7,0,,,,,,,Feature Film,Bonnie Hunt,66,6.6,,,115,2000,"drama, romance",13977,,,,Y,,,,,,,,,4/7/2000,http://www.imdb.com/title/tt0122459/,Wed Oct  4 12:00:00 2000,Wed Aug 10 16:04:03 2011,1147,,
Revenge of the Pink Panther,,0,,,,,,,Feature Film,Blake Edwards,65,6.5,,,99,1978,"comedy, crime",11806,,,,,,,,,,,,,7/13/1978,http://www.imdb.com/title/tt0078163/,Fri Oct 25 12:00:00 2002,Wed Aug 10 16:04:03 2011,2288,,
Reverón,7,0,,,,,,DV 2011 Milestone,Documentary,Margot Benacerraf,69,6.9,,,23,1952,"documentary, short",21,,,recent,Y,,,,Venezualan,,,,,,,11/24/2013,11/7/2013,2934,,
Reversal of Fortune,,0,,,,,,,Feature Film,Barbet Schroeder,71,7.1,,,111,1990,"biography, drama, mystery",8367,,Y,,,,,,,,,,,9/12/1990,http://www.imdb.com/title/tt0100486/,,,266,174,
Revolutionary Road,9,0,,,,,,,Feature Film,Sam Mendes,73,7.3,,,119,2008,"drama, romance",112926,,,,,,,,,,,,"Watched it with 3 or 4 breaks inbetween. I probably enjoyed it better than if i had seen it in one sitting. A lot to chew on. Now to watch extra feature on DVD...

DATE: 2009-11-18",12/15/2008,http://www.imdb.com/title/tt0959337/,Wed Nov 18 11:00:00 2009,Wed Aug 10 16:04:04 2011,1704,,
