"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"598","tt0345591","Fri Jan  6 08:37:01 2012","Fri Jan  6 08:37:01 2012","","Love Comes Softly","TV Movie","Michael Landon Jr.","7.5","84","2003","romance, western, drama","3995","2003-04-13","http://www.imdb.com/title/tt0345591/"
"599","tt0402348","Fri Jan  6 08:37:32 2012","Fri Jan  6 08:37:32 2012","","Love's Enduring Promise","TV Movie","Michael Landon Jr.","7.2","120","2004","drama, western","2173","2004-11-20","http://www.imdb.com/title/tt0402348/"
"600","tt0486420","Fri Jan  6 08:37:58 2012","Fri Jan  6 08:37:58 2012","","Love's Long Journey","TV Movie","Michael Landon Jr.","7.4","120","2005","drama, western","1297","2005-12-03","http://www.imdb.com/title/tt0486420/"
"601","tt0785025","Fri Jan  6 08:38:28 2012","Fri Jan  6 08:38:28 2012","","Love's Abiding Joy","Feature Film","Michael Landon Jr.","7.0","87","2006","drama, western","1059","2006-10-06","http://www.imdb.com/title/tt0785025/"
"602","tt0929864","Fri Jan  6 08:38:38 2012","Fri Jan  6 08:38:38 2012","","Love's Unending Legacy","TV Movie","Mark Griffiths","7.0","","2007","drama, family, romance, western","908","2007-04-07","http://www.imdb.com/title/tt0929864/"
"603","tt0960143","Fri Jan  6 08:38:54 2012","Fri Jan  6 08:38:54 2012","","Love's Unfolding Dream","TV Movie","Harvey Frost","7.0","","2007","family, western","686","2007-12-15","http://www.imdb.com/title/tt0960143/"
"604","tt0259324","Fri Jan  6 09:07:21 2012","Fri Jan  6 09:07:21 2012","","Ghost Rider","Feature Film","Mark Steven Johnson","5.2","114","2007","action, fantasy, horror, thriller","162466","2007-01-15","http://www.imdb.com/title/tt0259324/"
"605","tt1071875","Fri Jan  6 09:07:31 2012","Fri Jan  6 09:07:31 2012","","Ghost Rider: Spirit of Vengeance","Feature Film","Neveldine, Taylor","4.3","96","2011","action, fantasy, thriller","76632","2011-12-11","http://www.imdb.com/title/tt1071875/"
"606","tt0070047","Mon Jan 16 01:39:00 2012","Mon Jan 16 01:39:00 2012","","The Exorcist","Feature Film","William Friedkin","8.0","122","1973","horror","256766","1973-12-26","http://www.imdb.com/title/tt0070047/"
"607","tt0076009","Mon Jan 16 01:39:28 2012","Mon Jan 16 01:39:28 2012","","Exorcist II: The Heretic","Feature Film","John Boorman","3.7","118","1977","horror, mystery, thriller","14817","1977-06-17","http://www.imdb.com/title/tt0076009/"
"608","tt0099528","Mon Jan 16 01:39:44 2012","Mon Jan 16 01:39:44 2012","","The Exorcist III","Feature Film","William Peter Blatty","6.3","110","1990","horror, mystery, thriller","16286","1990-08-17","http://www.imdb.com/title/tt0099528/"
"609","tt0204313","Mon Jan 16 01:40:12 2012","Mon Jan 16 01:40:12 2012","","Exorcist: The Beginning","Feature Film","Renny Harlin","5.1","114","2004","horror, mystery, thriller","26985","2004-08-18","http://www.imdb.com/title/tt0204313/"
"610","tt0449086","Mon Jan 16 01:40:26 2012","Mon Jan 16 01:40:26 2012","","Dominion: Prequel to the Exorcist","Feature Film","Paul Schrader","5.4","117","2005","drama, horror, thriller","7416","2005-03-18","http://www.imdb.com/title/tt0449086/"
"611","tt1320244","Mon Jan 16 01:40:47 2012","Mon Jan 16 01:40:47 2012","","The Last Exorcism","Feature Film","Daniel Stamm","5.6","87","2010","drama, horror, thriller","38225","2010-06-24","http://www.imdb.com/title/tt1320244/"
"612","tt0120902","Mon Mar 12 12:54:44 2012","Mon Mar 12 12:54:44 2012","","The X Files","Feature Film","Rob Bowman","6.9","121","1998","mystery, sci_fi, thriller","75289","1998-06-19","http://www.imdb.com/title/tt0120902/"
"613","tt0443701","Mon Mar 12 12:55:22 2012","Mon Mar 12 12:55:22 2012","","The X Files: I Want to Believe","Feature Film","Chris Carter","5.9","104","2008","drama, mystery, sci_fi, thriller","70637","2008-07-24","http://www.imdb.com/title/tt0443701/"
"614","tt0228786","Sun Mar 18 22:59:02 2012","Sun Mar 18 22:59:02 2012","","The Crimson Rivers","Feature Film","Mathieu Kassovitz","6.9","106","2000","crime, mystery, thriller","45084","2000-09-27","http://www.imdb.com/title/tt0228786/"
"615","tt0337103","Sun Mar 18 22:59:10 2012","Sun Mar 18 22:59:10 2012","","Crimson Rivers 2: Angels of the Apocalypse","Feature Film","Olivier Dahan","5.9","97","2004","action, crime, thriller","14238","2004-02-18","http://www.imdb.com/title/tt0337103/"
"616","tt0108500","Sun Mar 18 23:01:00 2012","Sun Mar 18 23:01:00 2012","","Les visiteurs","Feature Film","Jean-Marie Poiré","7.0","107","1993","comedy, fantasy, sci_fi","21155","1993-01-27","http://www.imdb.com/title/tt0108500/"
"617","tt0120882","Sun Mar 18 23:01:18 2012","Sun Mar 18 23:01:18 2012","","Les couloirs du temps: Les visiteurs II","Feature Film","Jean-Marie Poiré","5.9","118","1998","comedy, family, fantasy, sci_fi","6304","1998-02-11","http://www.imdb.com/title/tt0120882/"
"618","tt0266308","Mon Apr  2 02:22:55 2012","Mon Apr  2 02:22:55 2012","","Battle Royale","Feature Film","Kinji Fukasaku","7.8","114","2000","action, drama, sci_fi, thriller","126289","2000-12-16","http://www.imdb.com/title/tt0266308/"
"619","tt0338763","Mon Apr  2 02:23:02 2012","Mon Apr  2 02:23:02 2012","","Battle Royale II","Feature Film","Kenta Fukasaku, Kinji Fukasaku","4.7","134","2003","action, drama, sci_fi, thriller","14975","2003-07-05","http://www.imdb.com/title/tt0338763/"
"620","tt0086425","Mon Apr  2 04:11:37 2012","Mon Apr  2 04:11:37 2012","","Terms of Endearment","Feature Film","James L. Brooks","7.4","132","1983","comedy, drama","35680","1983-11-20","http://www.imdb.com/title/tt0086425/"
"621","tt0116240","Mon Apr  2 04:11:46 2012","Mon Apr  2 04:11:46 2012","","The Evening Star","Feature Film","Robert Harling","5.7","129","1996","comedy, drama","3245","1996-12-05","http://www.imdb.com/title/tt0116240/"
"622","tt0366548","Mon Apr  2 04:13:27 2012","Mon Apr  2 04:13:27 2012","","Happy Feet","Feature Film","George Miller, Warren Coleman","6.5","108","2006","animation, comedy, family, music","114207","2006-11-16","http://www.imdb.com/title/tt0366548/"
"623","tt1402488","Mon Apr  2 04:13:40 2012","Mon Apr  2 04:13:40 2012","","Happy Feet Two","Feature Film","George Miller, Gary Eck","5.9","100","2011","animation, comedy, family, musical","28426","2011-11-17","http://www.imdb.com/title/tt1402488/"
"624","tt0088011","Tue Apr 10 17:52:16 2012","Tue Apr 10 17:52:16 2012","","Romancing the Stone","Feature Film","Robert Zemeckis","6.9","106","1984","action, adventure, comedy, romance","57708","1984-03-30","http://www.imdb.com/title/tt0088011/"
"625","tt0089370","Tue Apr 10 17:52:25 2012","Tue Apr 10 17:52:25 2012","","The Jewel of the Nile","Feature Film","Lewis Teague","6.0","106","1985","action, adventure, comedy, romance","35619","1985-12-04","http://www.imdb.com/title/tt0089370/"
"626","tt0098621","Tue Apr 10 17:52:40 2012","Tue Apr 10 17:52:40 2012","","The War of the Roses","Feature Film","Danny DeVito","6.8","116","1989","comedy","33871","1989-12-04","http://www.imdb.com/title/tt0098621/"
"627","tt0097778","Tue Apr 10 17:53:49 2012","Tue Apr 10 17:53:49 2012","","Look Who's Talking","Feature Film","Amy Heckerling","5.8","93","1989","comedy, romance","58165","1989-10-13","http://www.imdb.com/title/tt0097778/"
"628","tt0100050","Tue Apr 10 17:54:04 2012","Tue Apr 10 17:54:04 2012","","Look Who's Talking Too","Feature Film","Amy Heckerling","4.4","81","1990","comedy, romance","33939","1990-12-14","http://www.imdb.com/title/tt0100050/"
"629","tt0107438","Tue Apr 10 17:54:16 2012","Tue Apr 10 17:54:16 2012","","Look Who's Talking Now","Feature Film","Tom Ropelewski","4.1","96","1993","comedy, family, romance","20649","1993-11-05","http://www.imdb.com/title/tt0107438/"
"630","tt0250494","Fri Apr 13 06:50:34 2012","Fri Apr 13 06:50:34 2012","","Legally Blonde","Feature Film","Robert Luketic","6.2","96","2001","comedy, romance","111174","2001-06-26","http://www.imdb.com/title/tt0250494/"
"631","tt0333780","Fri Apr 13 06:50:46 2012","Fri Apr 13 06:50:46 2012","","Legally Blonde 2: Red, White & Blonde","Feature Film","Charles Herman-Wurmfeld","4.5","95","2003","comedy","39759","2003-06-30","http://www.imdb.com/title/tt0333780/"
"632","tt0144084","Fri Apr 13 06:51:26 2012","Fri Apr 13 06:51:26 2012","","American Psycho","Feature Film","Mary Harron","7.6","102","2000","crime, drama","310335","2000-01-21","http://www.imdb.com/title/tt0144084/"
"633","tt0283877","Fri Apr 13 06:51:53 2012","Fri Apr 13 06:51:53 2012","","American Psycho II: All American Girl","Video","Morgan J. Freeman","3.9","88","2002","horror, thriller","11460","2002-04-22","http://www.imdb.com/title/tt0283877/"
"634","tt0274166","Mon Apr 16 19:01:57 2012","Mon Apr 16 19:01:57 2012","","Johnny English","Feature Film","Peter Howitt","6.1","88","2003","action, adventure, comedy","103710","2003-04-06","http://www.imdb.com/title/tt0274166/"
"635","tt1634122","Mon Apr 16 19:02:09 2012","Mon Apr 16 19:02:09 2012","","Johnny English Reborn","Feature Film","Oliver Parker","6.3","101","2011","action, adventure, comedy, crime, drama","79988","2011-09-15","http://www.imdb.com/title/tt1634122/"
"636","tt0267913","Mon Apr 16 19:03:59 2012","Mon Apr 16 19:03:59 2012","","Scooby-Doo","Feature Film","Raja Gosnell","4.9","86","2002","adventure, comedy, mystery","63163","2002-06-08","http://www.imdb.com/title/tt0267913/"
"637","tt0331632","Mon Apr 16 19:04:07 2012","Mon Apr 16 19:04:07 2012","","Scooby-Doo 2: Monsters Unleashed","Feature Film","Raja Gosnell","4.9","93","2004","animation, adventure, comedy, family, fantasy, horror, mystery","28976","2004-03-20","http://www.imdb.com/title/tt0331632/"
"638","tt0892769","Wed Apr 18 13:47:27 2012","Wed Apr 18 13:47:27 2012","","How to Train Your Dragon","Feature Film","Dean DeBlois, Chris Sanders","8.2","98","2010","animation, adventure, family, fantasy","394553","2010-03-18","http://www.imdb.com/title/tt0892769/"
"639","tt1646971","Wed Apr 18 13:47:50 2012","Wed Apr 18 13:47:50 2012","","How to Train Your Dragon 2","Feature Film","Dean DeBlois","8.0","102","2014","animation, action, adventure, comedy, family, fantasy","166581","2014-05-16","http://www.imdb.com/title/tt1646971/"
"640","tt0099785","Sat May 19 10:57:09 2012","Sat May 19 10:57:09 2012","","Home Alone","Feature Film","Chris Columbus","7.4","103","1990","comedy, family","260035","1990-11-10","http://www.imdb.com/title/tt0099785/"
"641","tt0104431","Sat May 19 10:57:17 2012","Sat May 19 10:57:17 2012","","Home Alone 2: Lost in New York","Feature Film","Chris Columbus","6.5","120","1992","adventure, comedy, family","163984","1992-11-15","http://www.imdb.com/title/tt0104431/"
"642","tt0119303","Sat May 19 10:57:29 2012","Sat May 19 10:57:29 2012","","Home Alone 3","Feature Film","Raja Gosnell","4.2","102","1997","comedy, family","62994","1997-12-12","http://www.imdb.com/title/tt0119303/"
"643","tt0329200","Sat May 19 10:58:03 2012","Sat May 19 10:58:03 2012","","Home Alone 4","TV Movie","Rod Daniel","2.4","89","2002","comedy, crime, family","20512","2002-11-03","http://www.imdb.com/title/tt0329200/"
"644","tt0112453","Sun Jun  3 17:01:38 2012","Sun Jun  3 17:01:38 2012","","Balto","Feature Film","Simon Wells","7.0","78","1995","animation, adventure, drama, family, history","26723","1995-12-22","http://www.imdb.com/title/tt0112453/"
"645","tt0281634","Sun Jun  3 17:01:48 2012","Sun Jun  3 17:01:48 2012","","Balto: Wolf Quest","Video","Phil Weinstein","6.1","76","2002","animation, adventure, family, fantasy","2138","2002-02-19","http://www.imdb.com/title/tt0281634/"
"646","tt0423849","Sun Jun  3 17:01:59 2012","Sun Jun  3 17:01:59 2012","","Balto III: Wings of Change","Video","Phil Weinstein","6.6","76","2004","animation, adventure, family, musical","1355","2004-09-30","http://www.imdb.com/title/tt0423849/"
"647","tt0800369","Sun Jun 24 19:50:38 2012","Sun Jun 24 19:50:38 2012","","Thor","Feature Film","Kenneth Branagh","7.0","115","2011","action, adventure, fantasy","442252","2011-04-21","http://www.imdb.com/title/tt0800369/"
"648","tt1259014","Wed Jul  4 18:03:16 2012","Wed Jul  4 18:03:16 2012","","Mesrine Part 1: Killer Instinct","Feature Film","Jean-François Richet","7.6","113","2008","action, biography, crime, drama, thriller","23794","2008-09-11","http://www.imdb.com/title/tt1259014/"
"649","tt0411272","Wed Jul  4 18:03:21 2012","Wed Jul  4 18:03:21 2012","","Mesrine Part 2: Public Enemy #1","Feature Film","Jean-François Richet","7.5","133","2008","action, biography, crime, drama, thriller","21136","2008-10-22","http://www.imdb.com/title/tt0411272/"
"650","tt0068655","Wed Jul  4 18:07:51 2012","Wed Jul  4 18:07:51 2012","","The Tall Blond Man with One Black Shoe","Feature Film","Yves Robert","7.3","90","1972","comedy, mystery","4320","1972-12-06","http://www.imdb.com/title/tt0068655/"
"651","tt0072080","Wed Jul  4 18:08:53 2012","Wed Jul  4 18:08:53 2012","","The Return of the Tall Blond Man","Feature Film","Yves Robert","6.6","84","1974","comedy","1893","1974-12-18","http://www.imdb.com/title/tt0072080/"
"652","tt0972558","Wed Jul  4 18:32:12 2012","Wed Jul  4 18:32:12 2012","","Obitaemyy ostrov","Feature Film","Fedor Bondarchuk","5.3","115","2009","action, adventure, sci_fi","4033","2009-01-01","http://www.imdb.com/title/tt0972558/"
"653","tt1399952","Wed Jul  4 18:32:22 2012","Wed Jul  4 18:32:22 2012","","Obitaemyy ostrov. Skhvatka","Feature Film","Fedor Bondarchuk","5.1","105","2009","action, adventure, sci_fi","1849","2009-04-23","http://www.imdb.com/title/tt1399952/"
"654","tt0976209","Wed Jul  4 18:32:41 2012","Wed Jul  4 18:32:41 2012","","Lyubov-Morkov","Feature Film","Aleksandr Strizhenov","5.4","100","2007","comedy","645","2007-03-01","http://www.imdb.com/title/tt0976209/"
"655","tt1414840","Wed Jul  4 18:32:48 2012","Wed Jul  4 18:32:48 2012","","Lyubov 2 Morkov","Feature Film","Maksim Pezhemskiy","5.1","100","2008","comedy, fantasy","284","2008-12-23","http://www.imdb.com/title/tt1414840/"
"656","tt1666169","Wed Jul  4 18:33:00 2012","Wed Jul  4 18:33:00 2012","","Love-Carrot 3","Feature Film","Sergey Ginzburg","4.1","100","2011","comedy","220","2011-03-01","http://www.imdb.com/title/tt1666169/"
"657","tt0459924","Wed Jul  4 18:33:10 2012","Wed Jul  4 18:33:10 2012","","Paragraph 78","Feature Film","Mikhail Khleborodov","5.2","88","2007","action, sci_fi, thriller","1369","2007-02-21","http://www.imdb.com/title/tt0459924/"
"658","tt1097014","Wed Jul  4 18:33:15 2012","Wed Jul  4 18:33:15 2012","","Paragraf 78 - Film vtoroy","Feature Film","Mikhail Khleborodov","5.2","90","2007","action, sci_fi, thriller","555","2007-03-23","http://www.imdb.com/title/tt1097014/"
"659","tt0325005","Wed Jul  4 18:34:13 2012","Wed Jul  4 18:34:13 2012","","Antikiller","Feature Film","Egor Mikhalkov-Konchalovskiy","5.6","114","2002","action, crime","1181","2002-06-27","http://www.imdb.com/title/tt0325005/"
"660","tt0405699","Wed Jul  4 18:34:52 2012","Wed Jul  4 18:34:52 2012","","Antikiller 2: Antiterror","Feature Film","Egor Mikhalkov-Konchalovskiy","5.4","127","2003","action, crime","432","2003-11-27","http://www.imdb.com/title/tt0405699/"
"661","tt1532261","Wed Jul  4 18:34:59 2012","Wed Jul  4 18:34:59 2012","","Antikiller D.K.","Feature Film","Eldar Salavatov","6.1","96","2009","action","358","2009-12-03","http://www.imdb.com/title/tt1532261/"
"662","tt1605630","Sat Jul  7 01:29:01 2012","Sat Jul  7 01:29:01 2012","","American Reunion","Feature Film","Jon Hurwitz, Hayden Schlossberg","6.8","113","2012","comedy","156744","2012-04-04","http://www.imdb.com/title/tt1605630/"
"663","tt0085127","Tue Jul 17 23:14:24 2012","Tue Jul 17 23:14:24 2012","","Project A","Feature Film","Jackie Chan","7.5","105","1983","action, comedy","9360","1983-12-22","http://www.imdb.com/title/tt0085127/"
"664","tt0233657","Thu Jul 26 06:25:10 2012","Thu Jul 26 06:25:10 2012","","Epoch","TV Movie","Matt Codd","4.9","96","2001","sci_fi, thriller","1887","2001-08-14","http://www.imdb.com/title/tt0233657/"
"665","tt0374286","Thu Jul 26 06:26:07 2012","Thu Jul 26 06:26:07 2012","","Epoch: Evolution","TV Movie","Ian Watson","4.4","94","2003","action, mystery, sci_fi, thriller","522","2003-11-29","http://www.imdb.com/title/tt0374286/"
"666","tt0091949","Sat Jul 28 00:16:37 2012","Sat Jul 28 00:16:37 2012","","Short Circuit","Feature Film","John Badham","6.5","98","1986","comedy, family, sci_fi","38615","1986-05-09","http://www.imdb.com/title/tt0091949/"
"667","tt0096101","Sat Jul 28 00:17:02 2012","Sat Jul 28 00:17:02 2012","","Short Circuit 2","Feature Film","Kenneth Johnson","5.5","110","1988","comedy, drama, family, sci_fi","16203","1988-07-06","http://www.imdb.com/title/tt0096101/"
"668","tt0960790","Sat Jul 28 00:32:50 2012","Sat Jul 28 00:32:50 2012","","Rabbit Without Ears","Feature Film","Til Schweiger","6.7","116","2007","comedy, romance","13082","2007-12-10","http://www.imdb.com/title/tt0960790/"
"669","tt1343755","Sat Jul 28 00:33:00 2012","Sat Jul 28 00:33:00 2012","","Rabbit Without Ears 2","Feature Film","Til Schweiger","5.7","124","2009","comedy, romance","5398","2009-12-01","http://www.imdb.com/title/tt1343755/"
"670","tt0098084","Sun Jul 29 07:18:48 2012","Sun Jul 29 07:18:48 2012","","Pet Sematary","Feature Film","Mary Lambert","6.6","103","1989","drama, horror","56224","1989-04-21","http://www.imdb.com/title/tt0098084/"
"671","tt0105128","Sun Jul 29 07:19:11 2012","Sun Jul 29 07:19:11 2012","","Pet Sematary II","Feature Film","Mary Lambert","4.7","100","1992","action, horror, thriller","12134","1992-08-28","http://www.imdb.com/title/tt0105128/"
"672","tt0072281","Sun Aug  5 15:20:50 2012","Sun Aug  5 15:20:50 2012","","The Three Musketeers","Feature Film","Richard Lester","7.3","105","1973","action, adventure","11183","1973-12-11","http://www.imdb.com/title/tt0072281/"
"673","tt0073012","Sun Aug  5 15:21:26 2012","Sun Aug  5 15:21:26 2012","","The Four Musketeers: Milady's Revenge","Feature Film","Richard Lester","7.1","108","1974","action, adventure","7160","1974-10-31","http://www.imdb.com/title/tt0073012/"
"674","tt1648216","Mon Oct  8 21:47:27 2012","Mon Oct  8 21:47:27 2012","","Three Steps Above Heaven","Feature Film","Fernando González Molina","7.1","118","2010","drama, romance","12662","2010-12-03","http://www.imdb.com/title/tt1648216/"
"675","tt1797504","Mon Oct  8 21:48:06 2012","Mon Oct  8 21:48:06 2012","","I Want You","Feature Film","Fernando González Molina","7.1","120","2012","drama, romance","7042","2012-06-22","http://www.imdb.com/title/tt1797504/"
